"Entity.1","Entity.2","source","target"
"CALML6","PPP3R2",0,150
"CALML6","ADCY8",0,151
"CALML6","PDE1C",0,152
"ADCY3","CALML6",1,0
"PDE1A","CALML6",2,0
"RYR3","P2RX2",3,153
"RYR3","P2RX6",3,154
"RYR3","P2RX1",3,131
"RYR3","BST1",3,155
"RYR3","P2RX4",3,156
"RYR3","P2RX7",3,157
"RYR3","P2RX5",3,158
"RYR3","CD38",3,159
"RYR3","CACNA1I",3,160
"CACNA1D","RYR3",4,3
"CACNA1S","RYR3",5,3
"RYR2","P2RX2",6,153
"RYR2","P2RX6",6,154
"RYR2","P2RX1",6,131
"RYR2","BST1",6,155
"RYR2","P2RX4",6,156
"RYR2","P2RX7",6,157
"RYR2","P2RX5",6,158
"RYR2","CD38",6,159
"RYR2","CACNA1I",6,160
"RYR2","CACNA1D",6,4
"RYR2","CACNA1S",6,5
"PHKA1","CALML6",7,0
"ITPR2","CALML6",8,0
"ITPR2","PLCD3",8,161
"PLCZ1","ITPR2",9,8
"GNA14","CYSLTR2",10,162
"GNA14","CYSLTR1",10,139
"GNA14","PTGER3",10,163
"GNA14","LTB4R2",10,164
"GNA14","CCKBR",10,165
"CACNA1G","RYR3",11,3
"CACNA1G","RYR2",11,6
"ATP2A3","PLN",12,166
"CALML5","PPP3R2",13,150
"CALML5","ADCY8",13,151
"CALML5","PDE1C",13,152
"CALML5","ADCY3",13,1
"CALML5","PDE1A",13,2
"CALML5","PHKA1",13,7
"CALML5","ITPR2",13,8
"PTGFR","GNA14",14,10
"TACR1","GNA14",15,10
"OXTR","GNA14",16,10
"AVPR1B","GNA14",17,10
"ADRA1A","GNA14",18,10
"CHRM5","GNA14",19,10
"CHRM1","GNA14",20,10
"PHKB","CALML6",21,0
"PHKB","PHKA1",21,7
"PHKB","CALML5",21,13
"CACNA1H","RYR3",22,3
"CACNA1H","RYR2",22,6
"CACNA1C","CALML6",23,0
"CACNA1C","RYR3",23,3
"CACNA1C","RYR2",23,6
"CACNA1C","CALML5",23,13
"MYLK3","CALML6",24,0
"MYLK3","CALML5",24,13
"PLCD4","ITPR2",25,8
"CACNA1A","RYR3",26,3
"CACNA1A","RYR2",26,6
"ITPR3","CALML6",27,0
"ITPR3","PLCD3",27,161
"ITPR3","ITPR2",27,8
"ITPR3","PLCZ1",27,9
"ITPR3","CALML5",27,13
"ITPR3","PLCD4",27,25
"RYR1","P2RX2",28,153
"RYR1","P2RX6",28,154
"RYR1","P2RX1",28,131
"RYR1","BST1",28,155
"RYR1","P2RX4",28,156
"RYR1","P2RX7",28,157
"RYR1","P2RX5",28,158
"RYR1","CD38",28,159
"RYR1","CACNA1I",28,160
"RYR1","CACNA1D",28,4
"RYR1","CACNA1S",28,5
"RYR1","CACNA1G",28,11
"RYR1","CACNA1H",28,22
"RYR1","CACNA1C",28,23
"RYR1","CACNA1A",28,26
"BDKRB2","GNA14",29,10
"CACNA1E","RYR3",30,3
"CACNA1E","RYR2",30,6
"CACNA1E","RYR1",30,28
"PLCB2","GNA14",31,10
"PTGER1","GNA14",32,10
"GRM1","GNA14",33,10
"TRHR","GNA14",34,10
"ATP2A2","PLN",35,166
"PTAFR","GNA14",36,10
"PHKA2","CALML6",37,0
"PHKA2","CALML5",37,13
"PHKA2","PHKB",37,21
"PHKG1","CALML6",38,0
"PHKG1","PHKA1",38,7
"PHKG1","CALML5",38,13
"PHKG1","PHKB",38,21
"GRIN1","CALML6",39,0
"GRIN1","RYR3",39,3
"GRIN1","RYR2",39,6
"GRIN1","CALML5",39,13
"GRIN1","RYR1",39,28
"GRM5","GNA14",40,10
"CALML3","PPP3R2",41,150
"CALML3","ADCY8",41,151
"CALML3","PDE1C",41,152
"CALML3","ADCY3",41,1
"CALML3","PDE1A",41,2
"CALML3","PHKA1",41,7
"CALML3","ITPR2",41,8
"CALML3","PHKB",41,21
"CALML3","CACNA1C",41,23
"CALML3","MYLK3",41,24
"CALML3","ITPR3",41,27
"CALML3","PHKA2",41,37
"CALML3","PHKG1",41,38
"CALML3","GRIN1",41,39
"CACNA1B","RYR3",42,3
"CACNA1B","RYR2",42,6
"CACNA1B","RYR1",42,28
"CHP2","CALML6",43,0
"CHP2","CALML5",43,13
"CHP2","CALML3",43,41
"PLCE1","ITPR2",44,8
"PLCE1","ITPR3",44,27
"BDKRB1","GNA14",45,10
"PLCB4","PPP3R2",46,150
"PLCB4","CALML6",46,0
"PLCB4","ITPR2",46,8
"PLCB4","GNA14",46,10
"PLCB4","CALML5",46,13
"PLCB4","ITPR3",46,27
"PLCB4","CALML3",46,41
"PLCB4","CHP2",46,43
"GRIN2C","CALML6",47,0
"GRIN2C","RYR3",47,3
"GRIN2C","RYR2",47,6
"GRIN2C","CALML5",47,13
"GRIN2C","RYR1",47,28
"GRIN2C","GRIN1",47,39
"GRIN2C","CALML3",47,41
"AGTR1","GNA14",48,10
"NTSR1","GNA14",49,10
"AVPR1A","GNA14",50,10
"ITPR1","CALML6",51,0
"ITPR1","PLCD3",51,161
"ITPR1","ITPR2",51,8
"ITPR1","PLCZ1",51,9
"ITPR1","CALML5",51,13
"ITPR1","PLCD4",51,25
"ITPR1","ITPR3",51,27
"ITPR1","CALML3",51,41
"ITPR1","PLCE1",51,44
"ITPR1","PLCB4",51,46
"HRH1","GNA14",52,10
"GRPR","GNA14",53,10
"CHRM3","GNA14",54,10
"EDNRB","GNA14",55,10
"EDNRB","PLCB2",55,31
"MYLK2","CALML6",56,0
"MYLK2","CALML5",56,13
"MYLK2","CALML3",56,41
"TACR3","GNA14",57,10
"PDE1B","CALML6",58,0
"PDE1B","CALML5",58,13
"PDE1B","CALML3",58,41
"HTR2C","GNA14",59,10
"TBXA2R","GNA14",60,10
"ADRA1D","GNA14",61,10
"CAMK2D","CALML6",62,0
"CAMK2D","ADCY3",62,1
"CAMK2D","CALML5",62,13
"CAMK2D","CAMK2G",62,135
"CAMK2D","GRM1",62,33
"CAMK2D","GRM5",62,40
"CAMK2D","CALML3",62,41
"CAMK2D","PLCB4",62,46
"PLCB1","PPP3R2",63,150
"PLCB1","CALML6",63,0
"PLCB1","ITPR2",63,8
"PLCB1","GNA14",63,10
"PLCB1","CALML5",63,13
"PLCB1","CHRM1",63,20
"PLCB1","ITPR3",63,27
"PLCB1","GRM1",63,33
"PLCB1","CALML3",63,41
"PLCB1","CHP2",63,43
"PLCB1","AGTR1",63,48
"PLCB1","ITPR1",63,51
"PLCB1","EDNRB",63,55
"PLCB1","CAMK2D",63,62
"ADRA1B","GNA14",64,10
"ITPKA","CALML6",65,0
"ITPKA","PLCD3",65,161
"ITPKA","ITPR2",65,8
"ITPKA","PLCZ1",65,9
"ITPKA","CALML5",65,13
"ITPKA","PLCD4",65,25
"ITPKA","ITPR3",65,27
"ITPKA","CALML3",65,41
"ITPKA","PLCE1",65,44
"ITPKA","PLCB4",65,46
"ITPKA","ITPR1",65,51
"ITPKA","PLCB1",65,63
"HTR2B","GNA14",66,10
"EDNRA","ADCY4",67,167
"EDNRA","ADCY2",67,144
"EDNRA","ADCY8",67,151
"EDNRA","ADCY3",67,1
"EDNRA","ADCY1",67,132
"EDNRA","GNA14",67,10
"EDNRA","ADCY7",67,145
"EDNRA","ADCY9",67,146
"EDNRA","PLCB2",67,31
"EDNRA","PLCB1",67,63
"CCKAR","GNA14",68,10
"SLC25A6","SLC25A4",69,137
"ITPKB","CALML6",70,0
"ITPKB","PLCD3",70,161
"ITPKB","ITPR2",70,8
"ITPKB","PLCZ1",70,9
"ITPKB","CALML5",70,13
"ITPKB","PLCD4",70,25
"ITPKB","ITPR3",70,27
"ITPKB","CALML3",70,41
"ITPKB","PLCE1",70,44
"ITPKB","PLCB4",70,46
"ITPKB","ITPR1",70,51
"ITPKB","PLCB1",70,63
"PPP3CB","CALML6",71,0
"PPP3CB","CALML5",71,13
"PPP3CB","CALML3",71,41
"PPP3CB","PLCB4",71,46
"PPP3CB","PPP3CC",71,148
"PPP3CB","PLCB1",71,63
"HTR2A","GNA14",72,10
"GNAQ","AVPR1B",73,17
"GNAQ","ADRA1A",73,18
"GNAQ","CHRM5",73,19
"GNAQ","CHRM1",73,20
"GNAQ","CACNA1A",73,26
"GNAQ","BDKRB2",73,29
"GNAQ","PLCB2",73,31
"GNAQ","BDKRB1",73,45
"GNAQ","PLCB4",73,46
"GNAQ","AGTR1",73,48
"GNAQ","AVPR1A",73,50
"GNAQ","HRH1",73,52
"GNAQ","GRPR",73,53
"GNAQ","CHRM3",73,54
"GNAQ","EDNRB",73,55
"GNAQ","HTR2C",73,59
"GNAQ","TBXA2R",73,60
"GNAQ","ADRA1D",73,61
"GNAQ","PLCB1",73,63
"GNAQ","ADRA1B",73,64
"GNAQ","HTR2B",73,66
"GNAQ","EDNRA",73,67
"GNAQ","HTR2A",73,72
"GRIN2D","CALML6",74,0
"GRIN2D","RYR3",74,3
"GRIN2D","RYR2",74,6
"GRIN2D","CALML5",74,13
"GRIN2D","RYR1",74,28
"GRIN2D","GRIN1",74,39
"GRIN2D","CALML3",74,41
"LHCGR","GNA14",75,10
"PPP3R1","CALML6",76,0
"PPP3R1","CALML5",76,13
"PPP3R1","CALML3",76,41
"PPP3R1","PLCB4",76,46
"PPP3R1","PPP3CC",76,148
"PPP3R1","PLCB1",76,63
"PPP3R1","PPP3CB",76,71
"GNA11","CYSLTR2",77,162
"GNA11","CYSLTR1",77,139
"GNA11","PTGER3",77,163
"GNA11","LTB4R2",77,164
"GNA11","PLCD3",77,161
"GNA11","PLCZ1",77,9
"GNA11","CCKBR",77,165
"GNA11","PTGFR",77,14
"GNA11","TACR1",77,15
"GNA11","OXTR",77,16
"GNA11","AVPR1B",77,17
"GNA11","ADRA1A",77,18
"GNA11","CHRM5",77,19
"GNA11","CHRM1",77,20
"GNA11","PLCD4",77,25
"GNA11","BDKRB2",77,29
"GNA11","PLCB2",77,31
"GNA11","PTGER1",77,32
"GNA11","GRM1",77,33
"GNA11","TRHR",77,34
"GNA11","PLCD1",77,168
"GNA11","PTAFR",77,36
"GNA11","GRM5",77,40
"GNA11","PLCE1",77,44
"GNA11","BDKRB1",77,45
"GNA11","PLCB4",77,46
"GNA11","AGTR1",77,48
"GNA11","NTSR1",77,49
"GNA11","AVPR1A",77,50
"GNA11","HRH1",77,52
"GNA11","CHRM2",77,136
"GNA11","GRPR",77,53
"GNA11","CHRM3",77,54
"GNA11","EDNRB",77,55
"GNA11","TACR3",77,57
"GNA11","HTR2C",77,59
"GNA11","TBXA2R",77,60
"GNA11","ADRA1D",77,61
"GNA11","PLCB1",77,63
"GNA11","ADRA1B",77,64
"GNA11","HTR2B",77,66
"GNA11","EDNRA",77,67
"GNA11","CCKAR",77,68
"GNA11","HTR2A",77,72
"GNA11","LHCGR",77,75
"SLC25A5","SLC25A4",78,137
"SLC25A5","SLC25A6",78,69
"CAMK2B","CALML6",79,0
"CAMK2B","ADCY3",79,1
"CAMK2B","CALML5",79,13
"CAMK2B","CAMK2G",79,135
"CAMK2B","BDKRB2",79,29
"CAMK2B","GRM1",79,33
"CAMK2B","GRM5",79,40
"CAMK2B","CALML3",79,41
"CAMK2B","PLCB4",79,46
"CAMK2B","CAMK2D",79,62
"CAMK2B","PLCB1",79,63
"NOS2","CALML6",80,0
"NOS2","CALML5",80,13
"NOS2","CALML3",80,41
"MYLK","CALML6",81,0
"MYLK","CALML5",81,13
"MYLK","CALML3",81,41
"MYLK","CAMK2B",81,79
"CAMK4","CALML6",82,0
"CAMK4","CALML5",82,13
"CAMK4","CALML3",82,41
"CAMK4","CAMK2B",82,79
"GNA15","CYSLTR2",83,162
"GNA15","CYSLTR1",83,139
"GNA15","PTGER3",83,163
"GNA15","LTB4R2",83,164
"GNA15","PLCD3",83,161
"GNA15","PLCZ1",83,9
"GNA15","CCKBR",83,165
"GNA15","PTGFR",83,14
"GNA15","TACR1",83,15
"GNA15","OXTR",83,16
"GNA15","AVPR1B",83,17
"GNA15","ADRA1A",83,18
"GNA15","CHRM5",83,19
"GNA15","CHRM1",83,20
"GNA15","PLCD4",83,25
"GNA15","BDKRB2",83,29
"GNA15","PLCB2",83,31
"GNA15","PTGER1",83,32
"GNA15","GRM1",83,33
"GNA15","TRHR",83,34
"GNA15","PLCD1",83,168
"GNA15","PTAFR",83,36
"GNA15","GRM5",83,40
"GNA15","PLCE1",83,44
"GNA15","BDKRB1",83,45
"GNA15","PLCB4",83,46
"GNA15","AGTR1",83,48
"GNA15","NTSR1",83,49
"GNA15","AVPR1A",83,50
"GNA15","HRH1",83,52
"GNA15","GRPR",83,53
"GNA15","CHRM3",83,54
"GNA15","EDNRB",83,55
"GNA15","TACR3",83,57
"GNA15","HTR2C",83,59
"GNA15","TBXA2R",83,60
"GNA15","ADRA1D",83,61
"GNA15","PLCB1",83,63
"GNA15","ADRA1B",83,64
"GNA15","HTR2B",83,66
"GNA15","EDNRA",83,67
"GNA15","CCKAR",83,68
"GNA15","HTR2A",83,72
"GNA15","LHCGR",83,75
"PRKACG","ADCY4",84,167
"PRKACG","PLN",84,166
"PRKACG","ADCY2",84,144
"PRKACG","ADCY8",84,151
"PRKACG","ADCY3",84,1
"PRKACG","PHKA1",84,7
"PRKACG","PHKB",84,21
"PRKACG","ADCY7",84,145
"PRKACG","ADCY9",84,146
"PRKACG","PHKA2",84,37
"PRKACG","PHKG1",84,38
"PLCB3","PPP3R2",85,150
"PLCB3","CALML6",85,0
"PLCB3","ITPR2",85,8
"PLCB3","GNA14",85,10
"PLCB3","CALML5",85,13
"PLCB3","ITPR3",85,27
"PLCB3","CALML3",85,41
"PLCB3","CHP2",85,43
"PLCB3","ITPR1",85,51
"PLCB3","CAMK2D",85,62
"PLCB3","ITPKA",85,65
"PLCB3","ITPKB",85,70
"PLCB3","PPP3CB",85,71
"PLCB3","PPP3R1",85,76
"PLCB3","GNA11",85,77
"PLCB3","CAMK2B",85,79
"PLCB3","GNA15",85,83
"PHKG2","CALML6",86,0
"PHKG2","CALML5",86,13
"PHKG2","PHKB",86,21
"PHKG2","PHKA2",86,37
"PHKG2","CALML3",86,41
"PHKG2","PRKACG",86,84
"PRKX","ADCY4",87,167
"PRKX","PLN",87,166
"PRKX","ADCY2",87,144
"PRKX","ADCY8",87,151
"PRKX","ADCY3",87,1
"PRKX","ADCY7",87,145
"PRKX","ADCY9",87,146
"NOS1","CALML6",88,0
"NOS1","CALML5",88,13
"NOS1","CALML3",88,41
"NOS1","CAMK2B",88,79
"PRKCG","PLCD3",89,161
"PRKCG","ITPR2",89,8
"PRKCG","PLCZ1",89,9
"PRKCG","CHRM5",89,19
"PRKCG","CHRM1",89,20
"PRKCG","SPHK2",89,169
"PRKCG","PLCD4",89,25
"PRKCG","CACNA1A",89,26
"PRKCG","ITPR3",89,27
"PRKCG","SPHK1",89,170
"PRKCG","GRIN1",89,39
"PRKCG","PLCE1",89,44
"PRKCG","PLCB4",89,46
"PRKCG","GRIN2C",89,47
"PRKCG","ITPR1",89,51
"PRKCG","CHRM2",89,136
"PRKCG","CHRM3",89,54
"PRKCG","TBXA2R",89,60
"PRKCG","PLCB1",89,63
"PRKCG","GRIN2D",89,74
"PRKCG","ERBB4",89,140
"PRKCG","PRKACG",89,84
"PRKCG","PLCB3",89,85
"PRKCG","PRKX",89,87
"GRIN2A","CALML6",90,0
"GRIN2A","RYR3",90,3
"GRIN2A","RYR2",90,6
