Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
,null,,,WB,,5,,
,WB,,,Cingulum,,5,,
,WB,,,Limbic system,,5,,
,WB,,,Striatum,,5,,
,WB,,,Frontal lobe,,5,,
,WB,,,Temporal lobe,,5,,
,WB,,,Occipital Visual Cortex,,5,,
,WB,,,Superior Parietal Lobule,,5,,
,Cingulum,,,Anterior Cingulate,,5,,
,Limbic system,,,Amygdala,,5,,
,Striatum,,,Caudate Nucleus,,5,,
,Frontal lobe,,,Prefrontal Cortex,,5,,
,Frontal lobe,,,Frontal Pole,,5,,
,Frontal lobe,,,Inferior Frontal Gyrus,,5,,
,Temporal lobe,,,Inferior Temporal Gyrus,,5,,
,Temporal lobe,,,Middle Temporal Gyrus,,5,,
,Limbic system,,,NucA,,5,,
,Cingulum,,,Posterior Cingulate Cortex,,5,,
,Frontal lobe,,,Precentral Gyrus,,5,,
,Frontal lobe,,,Dorsolateral Prefrontal Cortex,,5,,
,Limbic system,,,Parahippocampal Gyrus,,5,,
,Striatum,,,Putamen,,5,,
,Temporal lobe,,,Superior Temporal Gyrus,,5,,
,Temporal lobe,,,Temporal Pole,,5,,
MSBB,Anterior Cingulate,Microarray,B2-B1,CD86,-0.151806996,0.151806996,0.016803525,0.999758325
MSBB,Anterior Cingulate,Microarray,B2-B1,TGM1,-0.086747324,0.086747324,0.042889361,0.999758325
MSBB,Anterior Cingulate,Microarray,B2-B1,CCL5,-0.279572671,0.279572671,0.037090792,0.999758325
MSBB,Amygdala,Microarray,B2-B1,LY96,0.580799999,0.580799999,0.046204821,0.999786946
MSBB,Amygdala,Microarray,B2-B1,KL,0.761238015,0.761238015,0.031467029,0.999786946
MSBB,Caudate Nucleus,Microarray,B2-B1,ITGA9,0.127626999,0.127626999,0.006235019,0.848074202
MSBB,Caudate Nucleus,Microarray,B2-B1,SOCS3,-0.668710712,0.668710712,0.042533447,0.848074202
MSBB,Prefrontal Cortex,Microarray,B2-B1,NR3C1,0.681417716,0.681417716,0.004626538,0.125781404
MSBB,Prefrontal Cortex,Microarray,B2-B1,PPP1R15A,-0.235974091,0.235974091,0.010251962,0.178276234
