Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
,null,,,WB,,5,,
,WB,,,Cingulum,,5,,
,WB,,,Limbic system,,5,,
,WB,,,Striatum,,5,,
,WB,,,Frontal lobe,,5,,
,WB,,,Temporal lobe,,5,,
,WB,,,Occipital lobe,,5,,
,WB,,,Parietal lobe,,5,,
,Cingulum,,,Anterior Cingulate,,5,,
,Limbic system,,,Amygdala,,5,,
,Striatum,,,Caudate Nucleus,,5,,
,Frontal lobe,,,Prefrontal Cortex,,5,,
,Frontal lobe,,,Frontal Pole,,5,,
,Limbic system,,,Hippocampus,,5,,
,Frontal lobe,,,Inferior Frontal Gyrus,,5,,
,Temporal lobe,,,Inferior Temporal Gyrus,,5,,
,Temporal lobe,,,Middle Temporal Gyrus,,5,,
,Limbic system,,,Nucleus Accumbens,,5,,
,Occipital lobe,,,Occipital Visual Cortex,,5,,
,Cingulum,,,Posterior Cingulate Cortex,,5,,
,Frontal lobe,,,Precentral Gyrus,,5,,
,Frontal lobe,,,Dorsolateral Prefrontal Cortex,,5,,
,Limbic system,,,Parahippocampal Gyrus,,5,,
,Striatum,,,Putamen,,5,,
,Parietal lobe,,,Superior Parietal Lobule,,5,,
,Temporal lobe,,,Superior Temporal Gyrus,,5,,
,Temporal lobe,,,Temporal Pole,,5,,
MSBB,Anterior Cingulate,Microarray,B3-B1,RTN4RL1,-0.242595994,0.242595994,0.033419128,0.999786844
MSBB,Amygdala,Microarray,B3-B1,LGMN,-0.343781773,0.343781773,0.048267448,0.998670739
MSBB,Amygdala,Microarray,B3-B1,ANG,0.263913749,0.263913749,0.039237482,0.998670739
MSBB,Amygdala,Microarray,B3-B1,NFIA,0.208059291,0.208059291,0.030587222,0.998670739
MSBB,Amygdala,Microarray,B3-B1,TSPAN7,-0.316490207,0.316490207,0.020431708,0.998670739
MSBB,Caudate Nucleus,Microarray,B3-B1,RASGRP3,0.10439289,0.10439289,0.027461614,0.999832641
MSBB,Caudate Nucleus,Microarray,B3-B1,KCNMA1,-0.626540324,0.626540324,0.045668813,0.999832641
MSBB,Caudate Nucleus,Microarray,B3-B1,LTC4S,0.129317738,0.129317738,0.015771701,0.999832641
