Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
,null,,,WB,,5,,
,WB,,,Cingulum,,5,,
,WB,,,Limbic system,,5,,
,WB,,,Striatum,,5,,
,WB,,,Frontal lobe,,5,,
,WB,,,Temporal lobe,,5,,
,WB,,,Occipital lobe,,5,,
,WB,,,Parietal lobe,,5,,
,Cingulum,,,Anterior Cingulate,,5,,
,Limbic system,,,Amygdala,,5,,
,Striatum,,,Caudate Nucleus,,5,,
,Frontal lobe,,,Prefrontal Cortex,,5,,
,Frontal lobe,,,Frontal Pole,,5,,
,Limbic system,,,Hippocampus,,5,,
,Frontal lobe,,,Inferior Frontal Gyrus,,5,,
,Temporal lobe,,,Inferior Temporal Gyrus,,5,,
,Temporal lobe,,,Middle Temporal Gyrus,,5,,
,Limbic system,,,Nucleus Accumbens,,5,,
,Occipital lobe,,,Occipital Visual Cortex,,5,,
,Cingulum,,,Posterior Cingulate Cortex,,5,,
,Frontal lobe,,,Precentral Gyrus,,5,,
,Frontal lobe,,,Dorsolateral Prefrontal Cortex,,5,,
,Limbic system,,,Parahippocampal Gyrus,,5,,
,Striatum,,,Putamen,,5,,
,Parietal lobe,,,Superior Parietal Lobule,,5,,
,Temporal lobe,,,Superior Temporal Gyrus,,5,,
,Temporal lobe,,,Temporal Pole,,5,,
MSBB,Anterior Cingulate,Microarray,B3-B2,IL7,0.14205631,0.14205631,0.011561197,0.407231665
MSBB,Anterior Cingulate,Microarray,B3-B2,SOCS1,0.144988743,0.144988743,0.003662957,0.407231665
MSBB,Anterior Cingulate,Microarray,B3-B2,CIITA,0.144977003,0.144977003,0.013686177,0.410273689
MSBB,Anterior Cingulate,Microarray,B3-B2,HLA-DRA,0.776249824,0.776249824,0.039917364,0.453484872
MSBB,Anterior Cingulate,Microarray,B3-B2,HLA-DPA1,0.195967435,0.195967435,0.002404781,0.407231665
MSBB,Anterior Cingulate,Microarray,B3-B2,CXCR4,0.661265652,0.661265652,0.001890343,0.407231665
MSBB,Amygdala,Microarray,B3-B2,IFNGR1,0.509893422,0.509893422,0.017011331,0.379781432
