Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
,null,,,WB,,5,,
,WB,,,Limbic system,,5,,
,WB,,,Striatum,,5,,
,WB,,,Frontal lobe,,5,,
,WB,,,Temporal lobe,,5,,
,WB,,,Occipital lobe,,5,,
,WB,,,Cingulum,,5,,
,WB,,,Parietal lobe,,5,,
,Limbic system,,,Amygdala,,5,,
,Striatum,,,Caudate Nucleus,,5,,
,Frontal lobe,,,Prefrontal Cortex,,5,,
,Frontal lobe,,,Frontal Pole,,5,,
,Limbic system,,,Hippocampus,,5,,
,Frontal lobe,,,Inferior Frontal Gyrus,,5,,
,Temporal lobe,,,Inferior Temporal Gyrus,,5,,
,Temporal lobe,,,Middle Temporal Gyrus,,5,,
,Limbic system,,,Nucleus Accumbens,,5,,
,Occipital lobe,,,Occipital Visual Cortex,,5,,
,Cingulum,,,Posterior Cingulate Cortex,,5,,
,Frontal lobe,,,Precentral Gyrus,,5,,
,Frontal lobe,,,Dorsolateral Prefrontal Cortex,,5,,
,Limbic system,,,Parahippocampal Gyrus,,5,,
,Striatum,,,Putamen,,5,,
,Parietal lobe,,,Superior Parietal Lobule,,5,,
,Temporal lobe,,,Superior Temporal Gyrus,,5,,
,Temporal lobe,,,Temporal Pole,,5,,
MSBB,Amygdala,Microarray,B2-B1,NFIA,-0.466630145,0.466630145,0.048753955,0.999786946
MSBB,Amygdala,Microarray,B2-B1,STAB1,-0.135726807,0.135726807,0.016881659,0.999786946
MSBB,Amygdala,Microarray,B2-B1,LTC4S,0.246009394,0.246009394,0.047601988,0.999786946
MSBB,Amygdala,Microarray,B2-B1,EGR2,0.243472292,0.243472292,0.016084881,0.999786946
MSBB,Caudate Nucleus,Microarray,B2-B1,KHDRBS3,-0.275400691,0.275400691,0.046531732,0.848074202
MSBB,Caudate Nucleus,Microarray,B2-B1,TTC28,0.132804505,0.132804505,0.010056274,0.848074202
MSBB,Caudate Nucleus,Microarray,B2-B1,NFIA,-0.325364652,0.325364652,0.046685119,0.848074202
MSBB,Caudate Nucleus,Microarray,B2-B1,PTMS,0.142071063,0.142071063,0.030241971,0.848074202
MSBB,Caudate Nucleus,Microarray,B2-B1,SEMA6D,0.155878548,0.155878548,0.034340356,0.848074202
MSBB,Caudate Nucleus,Microarray,B2-B1,SLC30A4,0.140308756,0.140308756,0.046359625,0.848074202
MSBB,Prefrontal Cortex,Microarray,B2-B1,RASGRP3,0.30763654,0.30763654,0.018025757,0.224834218
MSBB,Prefrontal Cortex,Microarray,B2-B1,FGD2,-0.110446882,0.110446882,0.033794115,0.285135832
MSBB,Prefrontal Cortex,Microarray,B2-B1,BIN1,0.408016332,0.408016332,0.01021113,0.177985898
MSBB,Prefrontal Cortex,Microarray,B2-B1,NFIA,0.607923648,0.607923648,0.00821903,0.15897644
MSBB,Prefrontal Cortex,Microarray,B2-B1,SEMA6D,0.198004754,0.198004754,0.006045819,0.139618068
MSBB,Prefrontal Cortex,Microarray,B2-B1,TIMP2,0.629962363,0.629962363,0.001066131,0.066138156
MSBB,Frontal Pole,Microarray,B2-B1,MAFB,0.137909158,0.137909158,0.038900066,0.999313302
MSBB,Frontal Pole,Microarray,B2-B1,ANG,-0.099589411,0.099589411,0.043792865,0.999313302
MSBB,Frontal Pole,Microarray,B2-B1,NFIA,0.264382989,0.264382989,0.03039512,0.999313302
MSBB,Frontal Pole,RNA-Seq,B2-B1,GTF2H2,0.187542079,0.187542079,0.032795688,0.464056427
MSBB,Frontal Pole,RNA-Seq,B2-B1,HEXB,-0.113754918,0.113754918,0.010922477,0.393618987
