Study,parent,DataType,Contrast,name,LogFC,size,PValue,AdjPValue
,null,,,WB,,5,,
,WB,,,Cingulum,,5,,
,WB,,,Limbic system,,5,,
,WB,,,Striatum,,5,,
,WB,,,Frontal lobe,,5,,
,WB,,,Temporal lobe,,5,,
,WB,,,Occipital lobe,,5,,
,WB,,,Parietal lobe,,5,,
,Cingulum,,,Anterior Cingulate,,5,,
,Limbic system,,,Amygdala,,5,,
,Striatum,,,Caudate Nucleus,,5,,
,Frontal lobe,,,Prefrontal Cortex,,5,,
,Frontal lobe,,,Frontal Pole,,5,,
,Limbic system,,,Hippocampus,,5,,
,Frontal lobe,,,Inferior Frontal Gyrus,,5,,
,Temporal lobe,,,Inferior Temporal Gyrus,,5,,
,Temporal lobe,,,Middle Temporal Gyrus,,5,,
,Occipital lobe,,,Occipital Visual Cortex,,5,,
,Cingulum,,,Posterior Cingulate Cortex,,5,,
,Frontal lobe,,,Precentral Gyrus,,5,,
,Frontal lobe,,,Dorsolateral Prefrontal Cortex,,5,,
,Limbic system,,,Parahippocampal Gyrus,,5,,
,Striatum,,,Putamen,,5,,
,Parietal lobe,,,Superior Parietal Lobule,,5,,
,Temporal lobe,,,Superior Temporal Gyrus,,5,,
,Temporal lobe,,,Temporal Pole,,5,,
MSBB,Anterior Cingulate,Microarray,B3-B1,KCTD12,0.514670933,0.514670933,0.022773096,0.999786844
MSBB,Anterior Cingulate,Microarray,B3-B1,SOCS3,0.171200778,0.171200778,0.04878317,0.999786844
MSBB,Amygdala,Microarray,B3-B1,TTR,1.62384445,1.62384445,0.039453207,0.998670739
MSBB,Amygdala,Microarray,B3-B1,VAT1L,-0.572495786,0.572495786,0.026778789,0.998670739
MSBB,Amygdala,Microarray,B3-B1,CLU,0.29084216,0.29084216,0.047103688,0.998670739
MSBB,Caudate Nucleus,Microarray,B3-B1,PTPRG,0.131497673,0.131497673,0.009684765,0.999832641
MSBB,Prefrontal Cortex,Microarray,B3-B1,PPP1R15A,-0.247724091,0.247724091,0.005238909,0.999797536
MSBB,Prefrontal Cortex,Microarray,B3-B1,TMEM47,0.372360742,0.372360742,0.0041755,0.999797536
